unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
probe	,0.471739,0.256914,0.080599,0.840022,,0.836665,0.384453,0.625660,0.268833,0.281803,0.730943,0.223121,0.840022,0.080599,0.445295,
zealot	,0.417575,0.228831,0.000000,0.734245,,0.574969,0.168788,0.734245,0.191354,0.507553,0.497940,0.662618,0.554308,0.283975,0.000000,
sentry	,0.538962,0.256281,0.187903,0.954039,,0.483108,0.954039,0.273714,0.470351,0.754784,0.328654,0.601856,0.946196,0.389019,0.187903,
stalker	,0.239715,0.240748,0.000000,0.838282,,0.838282,0.324070,0.119474,0.347081,0.000000,0.217994,0.000000,0.194991,0.355260,0.000000,
hightemplar	,0.582077,0.307324,0.031861,0.953093,,0.687765,0.393780,0.910672,0.602893,0.953093,0.520249,0.950255,0.642085,0.031861,0.128117,
darktemplar	,0.505338,0.290750,0.047731,1.000000,,0.433027,0.047731,0.088748,0.603473,0.650996,0.858242,0.371532,0.639698,1.000000,0.359935,
immortal	,0.662064,0.289333,0.142857,1.000000,,1.000000,0.788385,0.988250,0.519425,0.915470,0.142857,0.673605,0.171667,0.686697,0.734281,
colossus	,0.503327,0.258146,0.053194,0.913175,,0.737022,0.282723,0.421552,0.053194,0.350719,0.795251,0.549577,0.655092,0.274966,0.913175,
archon	,0.518564,0.307850,0.000855,0.927274,,0.570025,0.679830,0.927274,0.002899,0.748863,0.613666,0.635243,0.769890,0.000855,0.237098,
observer	,0.566122,0.265585,0.128544,0.965154,,0.965154,0.261666,0.891079,0.586235,0.573443,0.448317,0.557421,0.364788,0.128544,0.884579,
warpprism	,0.661846,0.272336,0.223792,0.996185,,0.223792,0.456008,0.362896,0.970946,0.950346,0.724570,0.793817,0.358715,0.996185,0.781182,
phoenix	,0.688205,0.352763,0.036317,1.000000,,0.036317,0.775689,1.000000,0.541734,0.044588,0.705411,0.954192,1.000000,0.839930,0.984191,
void ray	,0.738897,0.199183,0.349162,1.000000,,0.571581,1.000000,0.490555,0.768181,0.856478,0.783233,0.729301,0.349162,0.872860,0.967620,
carrier	,0.490509,0.308741,0.066073,0.927030,,0.132756,0.066073,0.729575,0.545213,0.128391,0.241218,0.540971,0.723533,0.870327,0.927030,
mothership	,0.509717,0.228561,0.112064,0.835047,,0.191992,0.326151,0.631367,0.525987,0.514969,0.835047,0.477493,0.112064,0.723350,0.758751,
photon cannon	,0.192478,0.209519,0.000000,0.725059,,0.000000,0.045161,0.074612,0.104556,0.273659,0.324229,0.105252,0.272248,0.725059,0.000000,
oracle	,0.729093,0.362670,0.037843,1.000000,,0.037843,1.000000,0.984100,1.000000,0.966369,0.823420,0.954527,0.278573,0.246101,1.000000,
tempest	,0.792369,0.182325,0.359478,1.000000,,0.795831,1.000000,0.782684,0.846278,0.909519,0.589068,0.775719,0.886349,0.978759,0.359478,
mothership core	,0.697567,0.318651,0.005127,1.000000,,1.000000,0.899014,0.513923,1.000000,0.533433,0.511979,0.005127,1.000000,1.000000,0.512199,
interceptor	,0.357149,0.280046,0.050172,0.942808,,0.063173,0.942808,0.456008,0.503983,0.050172,0.555803,0.537919,0.059328,0.300546,0.101749,
scv	,0.761763,0.234984,0.286777,1.000000,,1.000000,0.835566,0.740287,0.436659,0.588214,1.000000,0.875576,0.969634,0.884915,0.286777,
marine	,0.477233,0.372360,0.000000,0.965026,,0.373913,0.798853,0.000000,0.784112,0.247932,0.839564,0.757347,0.005579,0.000000,0.965026,
marauder	,0.462304,0.328133,0.000000,1.000000,,0.623707,0.000000,0.419346,0.345805,0.672986,0.000000,1.000000,0.567736,0.857845,0.135618,
reaper	,0.364751,0.335568,0.000000,0.906887,,0.000000,0.214966,0.554659,0.226966,0.000000,0.629444,0.232240,0.000000,0.882351,0.906887,
ghost	,0.531019,0.287350,0.134831,0.951018,,0.493301,0.826930,0.360424,0.249428,0.501846,0.134831,0.723869,0.175878,0.892666,0.951018,
hellion	,0.818978,0.194020,0.352262,1.000000,,0.908231,0.784600,0.816776,0.590075,0.884762,1.000000,0.352262,0.971601,0.881472,1.000000,
siegetank	,0.247816,0.179307,0.000000,0.626698,,0.194983,0.408826,0.197388,0.626698,0.000000,0.334880,0.192267,0.000000,0.341655,0.181464,
thor	,0.495389,0.303222,0.110172,0.993133,,0.704550,0.110172,0.843562,0.993133,0.758782,0.156652,0.244240,0.453200,0.523667,0.165929,
viking	,0.493677,0.311649,0.009522,1.000000,,1.000000,0.586200,0.130375,0.009522,0.772485,0.859584,0.629292,0.268105,0.262581,0.418622,
medivac	,0.445676,0.257613,0.010987,0.850703,,0.354436,0.010987,0.821528,0.479904,0.550188,0.292520,0.850703,0.117710,0.573412,0.405377,
banshee	,0.400153,0.280858,0.000000,0.898343,,0.011597,0.898343,0.110355,0.409772,0.504379,0.729453,0.558306,0.000000,0.411023,0.368297,
raven	,0.399045,0.303508,0.028718,1.000000,,0.250099,0.090457,1.000000,0.397382,0.048921,0.628773,0.315531,0.493606,0.028718,0.736961,
battlecruiser	,0.489218,0.318929,0.011078,0.961241,,0.466048,0.433668,0.188025,0.202094,0.886685,0.548112,0.916990,0.011078,0.961241,0.278237,
planetaryfortress	,0.521137,0.309829,0.000000,0.954161,,0.039186,0.699484,0.274728,0.688070,0.380810,0.695486,0.000000,0.704154,0.775292,0.954161,
