unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
probe	,0.703652,0.136887,0.426024,0.883773,,0.426024,0.546243,0.741050,0.659572,0.743222,0.883773,0.883773,0.624531,0.796930,0.731407,
zealot	,0.872440,0.108383,0.616677,1.000000,,0.616677,0.812508,0.945021,0.934342,0.877656,1.000000,0.826966,0.930411,0.982579,0.798240,
sentry	,0.997365,0.003559,0.990638,1.000000,,0.999422,1.000000,1.000000,0.994067,1.000000,1.000000,0.991757,1.000000,0.990638,0.997761,
stalker	,0.852831,0.088821,0.692740,0.978611,,0.784578,0.861643,0.819316,0.943766,0.761671,0.965575,0.827162,0.893252,0.978611,0.692740,
hightemplar	,0.997318,0.004318,0.988735,1.000000,,1.000000,0.988735,1.000000,0.997251,1.000000,0.989020,1.000000,0.998176,1.000000,1.000000,
darktemplar	,0.988200,0.014250,0.966063,1.000000,,1.000000,1.000000,0.990897,0.966831,0.995409,0.966063,1.000000,0.967702,0.995094,1.000000,
immortal	,1.000000,0.000000,1.000000,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,
colossus	,0.999908,0.000275,0.999082,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999082,1.000000,
archon	,0.993334,0.008113,0.980757,1.000000,,1.000000,1.000000,1.000000,0.990515,0.982579,1.000000,1.000000,0.980757,0.981733,0.997761,
observer	,0.917778,0.113234,0.608080,1.000000,,1.000000,0.941467,0.608080,0.950583,0.841521,0.918793,0.983450,1.000000,1.000000,0.933890,
warpprism	,0.933321,0.115734,0.626409,1.000000,,1.000000,1.000000,1.000000,0.861106,1.000000,1.000000,0.626409,0.860763,0.997102,0.987834,
phoenix	,0.750261,0.191149,0.370879,0.987446,,0.880194,0.645932,0.370879,0.969648,0.777596,0.470838,0.755232,0.987446,0.826427,0.818421,
void ray	,0.996606,0.010181,0.966063,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,0.966063,1.000000,1.000000,1.000000,1.000000,
carrier	,0.991327,0.019448,0.936970,1.000000,,1.000000,1.000000,1.000000,1.000000,0.936970,1.000000,1.000000,0.976301,1.000000,1.000000,
mothership	,0.551353,0.319131,0.006012,0.924894,,0.006012,0.692221,0.785669,0.452010,0.732109,0.680776,0.924894,0.109500,0.210303,0.920042,
photon cannon	,0.349436,0.121938,0.173906,0.618286,,0.373357,0.320711,0.310476,0.618286,0.309037,0.491373,0.391727,0.173906,0.267157,0.238329,
oracle	,0.820609,0.192070,0.472245,1.000000,,0.945127,1.000000,0.517624,0.876182,0.917769,0.933530,0.472245,0.981538,0.944986,0.617091,
tempest	,0.913202,0.124291,0.611847,1.000000,,1.000000,0.611847,0.804085,1.000000,0.807588,0.952362,1.000000,0.961922,1.000000,0.994215,
mothership core	,0.607369,0.417040,0.019303,1.000000,,1.000000,0.656330,0.215572,1.000000,0.118679,0.966063,0.019303,1.000000,0.996477,0.101269,
