unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
probe	,0.515635,0.170798,0.319681,0.929501,,0.405110,0.462111,0.653157,0.350889,0.493267,0.577886,0.319681,0.566973,0.397775,0.929501,
zealot	,0.192045,0.085606,0.101109,0.395348,,0.126169,0.215129,0.101109,0.116227,0.169707,0.164446,0.234116,0.395348,0.128633,0.269564,
sentry	,0.897216,0.127037,0.673571,1.000000,,0.704161,1.000000,1.000000,1.000000,0.673571,0.966063,0.744402,0.957268,0.932048,0.994645,
stalker	,0.706826,0.173824,0.454495,1.000000,,0.527304,0.676764,0.953290,0.609878,0.752617,0.805500,0.454495,0.765805,0.522606,1.000000,
hightemplar	,0.982121,0.037378,0.877823,1.000000,,1.000000,1.000000,0.877823,1.000000,1.000000,1.000000,1.000000,1.000000,0.989552,0.953833,
darktemplar	,0.924349,0.070943,0.732460,0.984277,,0.984277,0.970540,0.918238,0.951147,0.919387,0.895331,0.732460,0.984277,0.913886,0.973949,
immortal	,0.978225,0.029963,0.904092,1.000000,,0.956141,1.000000,1.000000,0.904092,0.989059,0.985063,0.952767,1.000000,1.000000,0.995128,
colossus	,0.998044,0.004330,0.986073,1.000000,,1.000000,1.000000,0.986073,1.000000,1.000000,1.000000,1.000000,1.000000,0.994364,1.000000,
archon	,0.984617,0.015611,0.956141,1.000000,,0.956141,0.966330,1.000000,0.976301,0.987444,1.000000,1.000000,1.000000,0.969372,0.990586,
observer	,0.931023,0.114593,0.648698,1.000000,,0.648698,0.953833,1.000000,0.926748,1.000000,1.000000,0.780948,1.000000,1.000000,1.000000,
warpprism	,0.834456,0.151801,0.458395,1.000000,,0.742038,0.803947,0.965377,0.458395,0.972681,0.807808,0.876996,0.936755,0.780560,1.000000,
phoenix	,0.844281,0.161341,0.490765,1.000000,,0.907545,0.953833,1.000000,0.677694,0.490765,0.675734,0.872124,0.930556,0.982255,0.952302,
void ray	,0.990961,0.021582,0.927596,1.000000,,0.927596,1.000000,1.000000,1.000000,1.000000,0.985063,1.000000,1.000000,1.000000,0.996954,
carrier	,0.998037,0.003984,0.988668,1.000000,,0.991705,1.000000,1.000000,1.000000,1.000000,0.988668,1.000000,1.000000,1.000000,1.000000,
mothership	,0.494910,0.345797,0.004852,0.998444,,0.687460,0.068941,0.998444,0.004852,0.343944,0.452315,0.958068,0.310038,0.245430,0.879604,
photon cannon	,0.094593,0.098511,0.000000,0.310275,,0.042709,0.310275,0.092659,0.182337,0.019303,0.000000,0.207312,0.017571,0.026498,0.047267,
oracle	,0.883360,0.162133,0.455322,1.000000,,0.455322,0.997692,0.959147,0.851632,0.869669,0.983450,0.982973,1.000000,0.753819,0.979896,
tempest	,0.964321,0.052323,0.871217,1.000000,,0.901784,1.000000,1.000000,1.000000,0.871217,1.000000,0.882889,1.000000,0.987319,1.000000,
mothership core	,0.875936,0.165435,0.475515,1.000000,,0.973156,0.998176,0.948845,0.886050,1.000000,0.738883,0.739203,1.000000,0.475515,0.999529,
interceptor	,0.653001,0.261592,0.297647,0.976226,,0.297647,0.375469,0.924131,0.766808,0.801447,0.976226,0.420057,0.682028,0.316965,0.969237,
scv	,0.545509,0.190170,0.321249,1.000000,,0.430659,0.487560,0.725651,0.381292,0.540117,0.599487,0.321249,0.580584,0.388495,1.000000,
marine	,0.230340,0.041254,0.173903,0.317234,,0.192024,0.254965,0.227347,0.173903,0.212283,0.208991,0.230655,0.317234,0.282351,0.203650,
marauder	,0.522867,0.110040,0.401023,0.705086,,0.438883,0.556642,0.637835,0.401023,0.443271,0.705086,0.423477,0.513442,0.425428,0.683581,
reaper	,0.949925,0.072359,0.753822,0.998385,,0.983069,0.997643,0.998385,0.918834,0.753822,0.908469,0.995168,0.966340,0.979816,0.997699,
ghost	,0.222836,0.274019,0.000000,0.939959,,0.432966,0.000000,0.094668,0.160141,0.019303,0.147016,0.335982,0.016550,0.939959,0.081775,
