unit,avg,stdev,min,max,,1,2,3,4,5,6,7,8,9,10
probe	,0.607743,0.170052,0.288356,0.824807,,0.288356,0.473183,0.564604,0.578194,0.721547,0.559566,0.824580,0.789453,0.824807,0.453139,
zealot	,0.660950,0.182733,0.365514,0.975866,,0.462645,0.414790,0.640303,0.763237,0.715800,0.749357,0.707114,0.814876,0.975866,0.365514,
sentry	,0.851782,0.251877,0.165284,1.000000,,0.850872,0.876775,1.000000,1.000000,0.990571,0.165284,1.000000,1.000000,0.979919,0.654399,
stalker	,0.726294,0.198217,0.414790,1.000000,,0.580425,0.414790,0.692290,0.659734,0.568409,0.756670,1.000000,1.000000,1.000000,0.590620,
hightemplar	,0.918022,0.107723,0.667962,1.000000,,0.958663,0.901194,1.000000,0.667962,1.000000,1.000000,1.000000,0.849794,1.000000,0.802608,
darktemplar	,0.813320,0.282793,0.000000,1.000000,,1.000000,0.870346,0.000000,1.000000,0.799735,0.962397,0.820610,0.782875,1.000000,0.897234,
immortal	,0.980665,0.034061,0.901554,1.000000,,0.901554,1.000000,0.926748,0.994067,1.000000,0.984277,1.000000,1.000000,1.000000,1.000000,
colossus	,0.996176,0.010856,0.963650,1.000000,,0.998107,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.963650,
archon	,0.627082,0.257370,0.208997,1.000000,,0.673633,0.697992,0.887859,0.208997,0.260738,1.000000,0.895067,0.384417,0.695824,0.566297,
observer	,0.817266,0.210929,0.331225,1.000000,,1.000000,1.000000,0.651754,0.987667,0.890247,0.331225,0.937627,0.996794,0.675531,0.701813,
warpprism	,0.831796,0.293977,0.150206,1.000000,,1.000000,1.000000,0.150206,1.000000,1.000000,1.000000,1.000000,0.931976,0.364556,0.871217,
phoenix	,0.816309,0.171817,0.459200,1.000000,,1.000000,1.000000,0.856230,0.958334,0.735342,0.685330,1.000000,0.672932,0.795721,0.459200,
void ray	,0.932325,0.134894,0.559207,1.000000,,1.000000,1.000000,1.000000,1.000000,1.000000,0.559207,0.828980,1.000000,1.000000,0.935059,
carrier	,0.724115,0.347544,0.114841,1.000000,,0.975581,0.978881,0.720420,0.413387,0.114841,1.000000,0.132057,1.000000,1.000000,0.905979,
mothership	,0.565770,0.233072,0.034913,0.877560,,0.466964,0.796442,0.034913,0.877560,0.509323,0.581164,0.855190,0.569536,0.498001,0.468612,
